"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1901222","GO:1901222","regulation of NIK/NF-kappaB signaling","5/72","111/18903",6.52348190951219e-05,0.000458180679665476,0.00021193676415858,"IL1B/LGALS9/APP/EGFR/CD27",5
"GO:0110148","GO:0110148","biomineralization","6/72","181/18903",6.5640522452274e-05,0.000459826427518149,0.000212698023831884,"WNT11/IGF1/SPP1/COL1A1/COL1A2/NOTCH1",6
"GO:0032616","GO:0032616","interleukin-13 production","3/72","21/18903",6.70824939964819e-05,0.000466275469928915,0.000215681102868427,"TNFSF4/LGALS9/HLA-E",3
"GO:0032656","GO:0032656","regulation of interleukin-13 production","3/72","21/18903",6.70824939964819e-05,0.000466275469928915,0.000215681102868427,"TNFSF4/LGALS9/HLA-E",3
"GO:0071636","GO:0071636","positive regulation of transforming growth factor beta production","3/72","21/18903",6.70824939964819e-05,0.000466275469928915,0.000215681102868427,"WNT11/LGALS9/THBS1",3
"GO:0002831","GO:0002831","regulation of response to biotic stimulus","8/72","361/18903",6.75711316525843e-05,0.000467974597242134,0.000216467053827599,"IL1B/LGALS9/HLA-A/HLA-B/HLA-E/HLA-DRB1/CD36/KLRK1",8
"GO:0048017","GO:0048017","inositol lipid-mediated signaling","6/72","182/18903",6.76757896868983e-05,0.000467974597242134,0.000216467053827599,"TGFB2/EGF/IGF1/FN1/EGFR/KIT",6
"GO:0045787","GO:0045787","positive regulation of cell cycle","8/72","362/18903",6.88897328905124e-05,0.000475144353072608,0.000219783507178769,"TGFB2/EGF/IGF1/IL10/IL1A/IL1B/APP/EGFR",8
"GO:0001706","GO:0001706","endoderm formation","4/72","58/18903",7.02639134060382e-05,0.000483379691457437,0.000223592858045126,"FN1/COL4A2/COL6A1/ITGB2",4
"GO:0002526","GO:0002526","acute inflammatory response","5/72","114/18903",7.40643937172118e-05,0.000505782431034119,0.00023395550392892,"IL1A/IL1B/TNFSF4/FN1/HLA-E",5
"GO:0002040","GO:0002040","sprouting angiogenesis","6/72","185/18903",7.40859095774912e-05,0.000505782431034119,0.00023395550392892,"IL10/THBS1/EFNB2/EPHA2/EPHB4/NOTCH1",6
"GO:1905952","GO:1905952","regulation of lipid localization","6/72","185/18903",7.40859095774912e-05,0.000505782431034119,0.00023395550392892,"EGF/IL1A/IL1B/SPP1/THBS1/CD36",6
"GO:0043903","GO:0043903","regulation of biological process involved in symbiotic interaction","4/72","59/18903",7.51579787792818e-05,0.000510503435607122,0.000236139259109323,"LGALS9/HLA-DRB1/CD74/CD4",4
"GO:0051785","GO:0051785","positive regulation of nuclear division","4/72","59/18903",7.51579787792818e-05,0.000510503435607122,0.000236139259109323,"EGF/IGF1/IL1A/IL1B",4
"GO:0045766","GO:0045766","positive regulation of angiogenesis","6/72","187/18903",7.8622083216525e-05,0.000531342693375155,0.000245778698428432,"IL10/IL1A/IL1B/THBS1/CDH5/CD40",6
"GO:1904018","GO:1904018","positive regulation of vasculature development","6/72","187/18903",7.8622083216525e-05,0.000531342693375155,0.000245778698428432,"IL10/IL1A/IL1B/THBS1/CDH5/CD40",6
"GO:0002011","GO:0002011","morphogenesis of an epithelial sheet","4/72","60/18903",8.02956195169868e-05,0.000539932699659337,0.000249752105027114,"JAG1/CD44/NOTCH1/NOTCH2",4
"GO:0002886","GO:0002886","regulation of myeloid leukocyte mediated immunity","4/72","60/18903",8.02956195169868e-05,0.000539932699659337,0.000249752105027114,"LGALS9/ITGB2/HLA-E/CCR2",4
"GO:0051051","GO:0051051","negative regulation of transport","9/72","479/18903",8.25342739263479e-05,0.000553598642360978,0.000256073444629379,"EGF/IL1B/LGALS9/THBS1/CCR2/CD36/CD74/EPHA3/NOTCH1",9
"GO:0016447","GO:0016447","somatic recombination of immunoglobulin gene segments","4/72","61/18903",8.56841460311136e-05,0.00057186707413303,0.000264523718697782,"IL10/TNFSF4/CD40LG/CD40",4
"GO:0034113","GO:0034113","heterotypic cell-cell adhesion","4/72","61/18903",8.56841460311136e-05,0.00057186707413303,0.000264523718697782,"IL10/IL1B/ITGB2/CD44",4
"GO:2001233","GO:2001233","regulation of apoptotic signaling pathway","8/72","374/18903",8.64584465908426e-05,0.000575603007948464,0.000266251818024301,"IGF1/IL7/IL1A/IL1B/THBS1/ICAM1/CD44/CD74",8
"GO:0003283","GO:0003283","atrial septum development","3/72","23/18903",8.8838424069235e-05,0.000588527140191994,0.000272230024633211,"TGFB2/WNT11/NOTCH2",3
"GO:0045591","GO:0045591","positive regulation of regulatory T cell differentiation","3/72","23/18903",8.8838424069235e-05,0.000588527140191994,0.000272230024633211,"LGALS9/HLA-DRA/HLA-DRB1",3
"GO:1903532","GO:1903532","positive regulation of secretion by cell","7/72","278/18903",8.98797040838183e-05,0.000593958734130257,0.00027474247112995,"TGFB2/IGF1/IL1A/IL1B/SPP1/ITGB2/HLA-DRB1",7
"GO:0035904","GO:0035904","aorta development","4/72","62/18903",9.13309365864662e-05,0.000600590448189924,0.000277810047047068,"TGFB2/EFNB2/JAG1/NOTCH1",4
"GO:0045428","GO:0045428","regulation of nitric oxide biosynthetic process","4/72","62/18903",9.13309365864662e-05,0.000600590448189924,0.000277810047047068,"IL10/IL1B/CD36/KLRK1",4
"GO:0032623","GO:0032623","interleukin-2 production","4/72","63/18903",9.72434356926612e-05,0.000634803255385426,0.000293635576083103,"IL1A/IL1B/CCR2/CD4",4
"GO:0032663","GO:0032663","regulation of interleukin-2 production","4/72","63/18903",9.72434356926612e-05,0.000634803255385426,0.000293635576083103,"IL1A/IL1B/CCR2/CD4",4
"GO:0046579","GO:0046579","positive regulation of Ras protein signal transduction","4/72","63/18903",9.72434356926612e-05,0.000634803255385426,0.000293635576083103,"IGF1/KITLG/NOTCH1/NOTCH2",4
"GO:0045446","GO:0045446","endothelial cell differentiation","5/72","121/18903",9.82477023679248e-05,0.000635197156625229,0.000293817779650095,"IL1B/CDH5/ICAM1/JAG1/NOTCH1",5
"GO:0090100","GO:0090100","positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","5/72","121/18903",9.82477023679248e-05,0.000635197156625229,0.000293817779650095,"TGFB2/THBS1/CDH5/NOTCH1/NOTCH2",5
"GO:0045165","GO:0045165","cell fate commitment","7/72","282/18903",9.82507715242155e-05,0.000635197156625229,0.000293817779650095,"WNT11/IL7/JAG1/FZD7/NOTCH1/NOTCH2/NOTCH3",7
"GO:0098742","GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules","7/72","282/18903",9.82507715242155e-05,0.000635197156625229,0.000293817779650095,"TGFB2/IL10/CDH1/CDH5/EFNA5/ICAM1/ITGB2",7
"GO:0003181","GO:0003181","atrioventricular valve morphogenesis","3/72","24/18903",0.000101252420036058,0.000651463412366294,0.000301341924075509,"TGFB2/EFNA1/NOTCH1",3
"GO:2000353","GO:2000353","positive regulation of endothelial cell apoptotic process","3/72","24/18903",0.000101252420036058,0.000651463412366294,0.000301341924075509,"CD40LG/THBS1/CD40",3
"GO:0002761","GO:0002761","regulation of myeloid leukocyte differentiation","5/72","122/18903",0.000102145167171237,0.000655635128039303,0.000303271599332381,"KITLG/HLA-DRB1/CD74/CD4/NOTCH2",5
"GO:0002712","GO:0002712","regulation of B cell mediated immunity","4/72","64/18903",0.00010342915251233,0.000660715276644243,0.000305621480731923,"IL10/TNFSF4/HLA-E/CD40",4
"GO:0002889","GO:0002889","regulation of immunoglobulin mediated immune response","4/72","64/18903",0.00010342915251233,0.000660715276644243,0.000305621480731923,"IL10/TNFSF4/HLA-E/CD40",4
"GO:0022612","GO:0022612","gland morphogenesis","5/72","123/18903",0.000106160374152039,0.000676551743111448,0.000312946821165779,"TGFB2/EGFR/EPHA2/NOTCH1/NOTCH2",5
"GO:0002695","GO:0002695","negative regulation of leukocyte activation","6/72","198/18903",0.000107693995403017,0.000684699027645251,0.000316715441706554,"IL10/TNFSF4/LGALS9/HLA-DRB1/CCR2/CD74",6
"GO:0032613","GO:0032613","interleukin-10 production","4/72","65/18903",0.000109895659285434,0.0006937648326184,0.000320908934483039,"TNFSF4/CD40LG/LGALS9/HLA-DRB1",4
"GO:0032653","GO:0032653","regulation of interleukin-10 production","4/72","65/18903",0.000109895659285434,0.0006937648326184,0.000320908934483039,"TNFSF4/CD40LG/LGALS9/HLA-DRB1",4
"GO:0080164","GO:0080164","regulation of nitric oxide metabolic process","4/72","65/18903",0.000109895659285434,0.0006937648326184,0.000320908934483039,"IL10/IL1B/CD36/KLRK1",4
"GO:0072676","GO:0072676","lymphocyte migration","5/72","124/18903",0.000110295739815718,0.000694656032689136,0.00032132116936677,"CCL7/APP/ICAM1/CCR2/KLRK1",5
"GO:0001952","GO:0001952","regulation of cell-matrix adhesion","5/72","125/18903",0.000114553704974072,0.000715958332067401,0.000331174793929602,"THBS1/EFNA5/JAG1/CD36/EPHA3",5
"GO:0034114","GO:0034114","regulation of heterotypic cell-cell adhesion","3/72","25/18903",0.000114745465072301,0.000715958332067401,0.000331174793929602,"IL10/IL1B/CD44",3
"GO:0048668","GO:0048668","collateral sprouting","3/72","25/18903",0.000114745465072301,0.000715958332067401,0.000331174793929602,"SPP1/APP/EFNA5",3
"GO:0098581","GO:0098581","detection of external biotic stimulus","3/72","25/18903",0.000114745465072301,0.000715958332067401,0.000331174793929602,"HLA-A/HLA-B/HLA-DRB1",3
"GO:0003206","GO:0003206","cardiac chamber morphogenesis","5/72","126/18903",0.000118936734640292,0.000740388072018338,0.00034247505224302,"TGFB2/WNT11/JAG1/NOTCH1/NOTCH2",5
"GO:0010632","GO:0010632","regulation of epithelial cell migration","7/72","292/18903",0.000121990627837606,0.00075764086687106,0.000350455531726457,"TGFB2/EGF/THBS1/EFNA1/CD40/EPHA2/NOTCH1",7
"GO:0051222","GO:0051222","positive regulation of protein transport","7/72","294/18903",0.000127256391776418,0.000788519397543026,0.000364738752654424,"TGFB2/IGF1/IL1A/IL1B/CDH1/ITGB2/HLA-DRB1",7
"GO:0050868","GO:0050868","negative regulation of T cell activation","5/72","128/18903",0.000128087967908378,0.000791843359212389,0.000366276289507584,"IL10/TNFSF4/LGALS9/HLA-DRB1/CD74",5
"GO:0002726","GO:0002726","positive regulation of T cell cytokine production","3/72","26/18903",0.000129358212144271,0.00079602771372266,0.000368211811004577,"IL1B/TNFSF4/HLA-A",3
"GO:1903306","GO:1903306","negative regulation of regulated secretory pathway","3/72","26/18903",0.000129358212144271,0.00079602771372266,0.000368211811004577,"LGALS9/CCR2/NOTCH1",3
"GO:0002253","GO:0002253","activation of immune response","8/72","397/18903",0.000130584391510562,0.000800967511879333,0.000370496771683596,"IL1B/ICOSLG/HLA-A/HLA-DQB1/HLA-DRB1/CD8A/CD8B/KLRK1",8
"GO:0038034","GO:0038034","signal transduction in absence of ligand","4/72","68/18903",0.000131056555242276,0.000800967511879333,0.000370496771683596,"IL7/IL1A/IL1B/KITLG",4
"GO:0097192","GO:0097192","extrinsic apoptotic signaling pathway in absence of ligand","4/72","68/18903",0.000131056555242276,0.000800967511879333,0.000370496771683596,"IL7/IL1A/IL1B/KITLG",4
"GO:0032835","GO:0032835","glomerulus development","4/72","69/18903",0.000138723151518454,0.000843977812979617,0.000390391683113156,"JAG1/NOTCH1/NOTCH2/NOTCH3",4
"GO:2000401","GO:2000401","regulation of lymphocyte migration","4/72","69/18903",0.000138723151518454,0.000843977812979617,0.000390391683113156,"CCL7/APP/CCR2/KLRK1",4
"GO:0003171","GO:0003171","atrioventricular valve development","3/72","27/18903",0.000145130823920882,0.000876995496801185,0.000405664394032053,"TGFB2/EFNA1/NOTCH1",3
"GO:0032682","GO:0032682","negative regulation of chemokine production","3/72","27/18903",0.000145130823920882,0.000876995496801185,0.000405664394032053,"IL10/LGALS9/EPHA2",3
"GO:1901623","GO:1901623","regulation of lymphocyte chemotaxis","3/72","27/18903",0.000145130823920882,0.000876995496801185,0.000405664394032053,"CCL7/CCR2/KLRK1",3
"GO:0002294","GO:0002294","CD4-positive, alpha-beta T cell differentiation involved in immune response","4/72","70/18903",0.000146709291071514,0.000882558358620789,0.000408237560003103,"TNFSF4/LGALS9/HLA-DRA/HLA-DRB1",4
"GO:0016445","GO:0016445","somatic diversification of immunoglobulins","4/72","70/18903",0.000146709291071514,0.000882558358620789,0.000408237560003103,"IL10/TNFSF4/CD40LG/CD40",4
"GO:0048565","GO:0048565","digestive tract development","5/72","132/18903",0.000148002329803395,0.000888345080229326,0.000410914274904516,"TGFB2/WNT11/EGFR/KIT/NOTCH1",5
"GO:0009612","GO:0009612","response to mechanical stimulus","6/72","211/18903",0.000152441356128546,0.000912946782350196,0.000422294076305346,"WNT11/IL1B/COL1A1/THBS1/KIT/CD40",6
"GO:0002287","GO:0002287","alpha-beta T cell activation involved in immune response","4/72","71/18903",0.000155022892403188,0.000918159868251114,0.000424705449386219,"TNFSF4/LGALS9/HLA-DRA/HLA-DRB1",4
"GO:0002293","GO:0002293","alpha-beta T cell differentiation involved in immune response","4/72","71/18903",0.000155022892403188,0.000918159868251114,0.000424705449386219,"TNFSF4/LGALS9/HLA-DRA/HLA-DRB1",4
"GO:0002562","GO:0002562","somatic diversification of immune receptors via germline recombination within a single locus","4/72","71/18903",0.000155022892403188,0.000918159868251114,0.000424705449386219,"IL10/TNFSF4/CD40LG/CD40",4
"GO:0016444","GO:0016444","somatic cell DNA recombination","4/72","71/18903",0.000155022892403188,0.000918159868251114,0.000424705449386219,"IL10/TNFSF4/CD40LG/CD40",4
"GO:0051057","GO:0051057","positive regulation of small GTPase mediated signal transduction","4/72","71/18903",0.000155022892403188,0.000918159868251114,0.000424705449386219,"IGF1/KITLG/NOTCH1/NOTCH2",4
"GO:0051047","GO:0051047","positive regulation of secretion","7/72","304/18903",0.00015643370674705,0.000924474967406026,0.000427626571423075,"TGFB2/IGF1/IL1A/IL1B/SPP1/ITGB2/HLA-DRB1",7
"GO:0035567","GO:0035567","non-canonical Wnt signaling pathway","4/72","72/18903",0.000163671926503871,0.000965124788593157,0.000446429615611485,"WNT11/FZD4/FZD7/FZD8",4
"GO:0045637","GO:0045637","regulation of myeloid cell differentiation","6/72","214/18903",0.000164604613849211,0.000968496006485601,0.000447989011376316,"KITLG/HLA-DRB1/JAG1/CD74/CD4/NOTCH2",6
"GO:0045665","GO:0045665","negative regulation of neuron differentiation","4/72","73/18903",0.000172664415401564,0.0010042967283459,0.000464549048676781,"APP/JAG1/NOTCH1/NOTCH3",4
"GO:0046637","GO:0046637","regulation of alpha-beta T cell differentiation","4/72","73/18903",0.000172664415401564,0.0010042967283459,0.000464549048676781,"TNFSF4/LGALS9/HLA-DRA/HLA-DRB1",4
"GO:0071260","GO:0071260","cellular response to mechanical stimulus","4/72","73/18903",0.000172664415401564,0.0010042967283459,0.000464549048676781,"WNT11/IL1B/COL1A1/CD40",4
"GO:0071677","GO:0071677","positive regulation of mononuclear cell migration","4/72","73/18903",0.000172664415401564,0.0010042967283459,0.000464549048676781,"CCL7/LGALS9/APP/CCR2",4
"GO:0150076","GO:0150076","neuroinflammatory response","4/72","73/18903",0.000172664415401564,0.0010042967283459,0.000464549048676781,"IGF1/IL1B/APP/ITGB2",4
"GO:0001822","GO:0001822","kidney development","7/72","309/18903",0.000172935180207158,0.0010042967283459,0.000464549048676781,"TGFB2/WNT11/EFNB2/JAG1/NOTCH1/NOTCH2/NOTCH3",7
"GO:1904951","GO:1904951","positive regulation of establishment of protein localization","7/72","310/18903",0.000176398841160772,0.00102219890029018,0.000472829905032512,"TGFB2/IGF1/IL1A/IL1B/CDH1/ITGB2/HLA-DRB1",7
"GO:0003209","GO:0003209","cardiac atrium morphogenesis","3/72","29/18903",0.000180313862596063,0.00103815899859493,0.000480212432800448,"TGFB2/NOTCH1/NOTCH2",3
"GO:0007263","GO:0007263","nitric oxide mediated signal transduction","3/72","29/18903",0.000180313862596063,0.00103815899859493,0.000480212432800448,"THBS1/EGFR/CD36",3
"GO:0072012","GO:0072012","glomerulus vasculature development","3/72","29/18903",0.000180313862596063,0.00103815899859493,0.000480212432800448,"NOTCH1/NOTCH2/NOTCH3",3
"GO:0002429","GO:0002429","immune response-activating cell surface receptor signaling pathway","7/72","312/18903",0.000183494883257756,0.00104971593130183,0.00048555822547614,"ICOSLG/HLA-A/HLA-DQB1/HLA-DRB1/CD8A/CD8B/KLRK1",7
"GO:0002757","GO:0002757","immune response-activating signal transduction","7/72","312/18903",0.000183494883257756,0.00104971593130183,0.00048555822547614,"ICOSLG/HLA-A/HLA-DQB1/HLA-DRB1/CD8A/CD8B/KLRK1",7
"GO:0022604","GO:0022604","regulation of cell morphogenesis","7/72","312/18903",0.000183494883257756,0.00104971593130183,0.00048555822547614,"CCL7/FN1/EFNA5/ITGB2/FZD4/CD44/KIT",7
"GO:0003158","GO:0003158","endothelium development","5/72","139/18903",0.000188461922817581,0.00107583689131823,0.000497640777159973,"IL1B/CDH5/ICAM1/JAG1/NOTCH1",5
"GO:0034341","GO:0034341","response to interferon-gamma","5/72","140/18903",0.000194867964033871,0.00111004404989995,0.000513463693364474,"CCL7/LGALS9/HLA-DPA1/CD74/CD40",5
"GO:0050866","GO:0050866","negative regulation of cell activation","6/72","221/18903",0.000195983876764481,0.00111403546898115,0.000515309970350856,"IL10/TNFSF4/LGALS9/HLA-DRB1/CCR2/CD74",6
"GO:0002825","GO:0002825","regulation of T-helper 1 type immune response","3/72","30/18903",0.00019980219599815,0.00113333888343137,0.000524238987608366,"IL1B/TNFSF4/CCR2",3
"GO:0006809","GO:0006809","nitric oxide biosynthetic process","4/72","76/18903",0.000201783566669556,0.00114216309994603,0.000528320730853667,"IL10/IL1B/CD36/KLRK1",4
"GO:0030198","GO:0030198","extracellular matrix organization","7/72","318/18903",0.000206182251289664,0.00116215752144993,0.00053756938140317,"TGFB2/COL1A1/COL1A2/COL4A2/COL9A2/APP/NOTCH1",7
"GO:0072001","GO:0072001","renal system development","7/72","318/18903",0.000206182251289664,0.00116215752144993,0.00053756938140317,"TGFB2/WNT11/EFNB2/JAG1/NOTCH1/NOTCH2/NOTCH3",7
"GO:0038061","GO:0038061","NIK/NF-kappaB signaling","5/72","142/18903",0.000208177477856183,0.00116849408595845,0.000540500432487204,"IL1B/LGALS9/APP/EGFR/CD27",5
"GO:1903900","GO:1903900","regulation of viral life cycle","5/72","142/18903",0.000208177477856183,0.00116849408595845,0.000540500432487204,"LGALS9/HLA-DRB1/CD74/CD4/NOTCH1",5
"GO:0043062","GO:0043062","extracellular structure organization","7/72","319/18903",0.00021017488676306,0.00117724263295467,0.00054454717392297,"TGFB2/COL1A1/COL1A2/COL4A2/COL9A2/APP/NOTCH1",7
"GO:0045824","GO:0045824","negative regulation of innate immune response","4/72","77/18903",0.000212231065840863,0.00118628322843966,0.000548729005759601,"LGALS9/HLA-A/HLA-B/HLA-E",4
"GO:0055123","GO:0055123","digestive system development","5/72","143/18903",0.000215086644584082,0.00119974525450955,0.000554956021369149,"TGFB2/WNT11/EGFR/KIT/NOTCH1",5
"GO:0045229","GO:0045229","external encapsulating structure organization","7/72","321/18903",0.000218347793506349,0.00121540898335588,0.000562201460021807,"TGFB2/COL1A1/COL1A2/COL4A2/COL9A2/APP/NOTCH1",7
"GO:0061437","GO:0061437","renal system vasculature development","3/72","31/18903",0.000220606214283505,0.00122290593579058,0.000565669261940522,"NOTCH1/NOTCH2/NOTCH3",3
"GO:0061440","GO:0061440","kidney vasculature development","3/72","31/18903",0.000220606214283505,0.00122290593579058,0.000565669261940522,"NOTCH1/NOTCH2/NOTCH3",3
"GO:0050921","GO:0050921","positive regulation of chemotaxis","5/72","144/18903",0.000222169250569256,0.00122903113253054,0.00056850254242247,"CCL7/LGALS9/THBS1/CCR2/CD74",5
"GO:0002292","GO:0002292","T cell differentiation involved in immune response","4/72","79/18903",0.000234287205087022,0.00128809953124689,0.000595825312333044,"TNFSF4/LGALS9/HLA-DRA/HLA-DRB1",4
"GO:0043299","GO:0043299","leukocyte degranulation","4/72","79/18903",0.000234287205087022,0.00128809953124689,0.000595825312333044,"LGALS9/ITGB2/CCR2/KIT",4
"GO:2000514","GO:2000514","regulation of CD4-positive, alpha-beta T cell activation","4/72","79/18903",0.000234287205087022,0.00128809953124689,0.000595825312333044,"TNFSF4/LGALS9/HLA-DRA/HLA-DRB1",4
"GO:0072073","GO:0072073","kidney epithelium development","5/72","146/18903",0.000236866409101572,0.00129961671905832,0.000601152720548388,"WNT11/EFNB2/JAG1/NOTCH1/NOTCH2",5
"GO:0048588","GO:0048588","developmental cell growth","6/72","229/18903",0.000237442759774927,0.00130012025403291,0.000601385636465389,"IGF1/SPP1/FN1/APP/CDH1/EFNA5",6
